OpenCTD,,,,,,,,Commercial CTD,,,,
Raw Data,,,,,Processed Data,,,Raw Data,,,Processed Data,
Temp 1,Temp 2,Temp 3,Pressure,,Depth (m),Temp C,,Depth (m),Temp C,,Depth (m),Temp Temp C
,,,,,,,,7.58,11.2004,,7.58,11.2
,,,,,,,,7.573,11.1879,,7.57,11.19
,,,,,,,,7.58,11.1876,,7.58,11.19
,,,,,,,,7.583,11.1848,,7.58,11.18
,,,,,,,,7.583,11.1636,,7.58,11.16
,,,,,,,,7.599,11.1537,,7.6,11.15
,,,,,,,,7.593,11.1521,,7.59,11.15
,,,,,,,,7.604,11.1388,,7.6,11.14
,,,,,,,,7.609,11.122,,7.61,11.12
,,,,,,,,7.613,11.1086,,7.61,11.11
,,,,,,,,7.623,11.0891,,7.62,11.09
,,,,,,,,7.62,11.0775,,7.62,11.08
,,,,,,,,7.634,11.0843,,7.63,11.08
,,,,,,,,7.643,11.0853,,7.64,11.09
,,,,,,,,7.639,11.0855,,7.64,11.09
,,,,,,,,7.643,11.0986,,7.64,11.1
,,,,,,,,7.66,11.1203,,7.66,11.12
,,,,,,,,7.653,11.114,,7.65,11.11
,,,,,,,,7.664,11.1024,,7.66,11.1
,,,,,,,,7.67,11.1038,,7.67,11.1
,,,,,,,,7.683,11.1257,,7.68,11.13
,,,,,,,,7.674,11.1453,,7.67,11.15
,,,,,,,,7.69,11.1583,,7.69,11.16
,,,,,,,,7.693,11.1362,,7.69,11.14
,,,,,,,,7.704,11.1055,,7.7,11.11
,,,,,,,,7.711,11.0898,,7.71,11.09
,,,,,,,,7.714,11.0848,,7.71,11.08
,,,,,,,,7.711,11.0788,,7.71,11.08
,,,,,,,,7.723,11.0712,,7.72,11.07
,,,,,,,,7.734,11.0671,,7.73,11.07
,,,,,,,,7.73,11.0639,,7.73,11.06
,,,,,,,,7.744,11.0586,,7.74,11.06
,,,,,,,,7.744,11.0571,,7.74,11.06
,,,,,,,,7.751,11.0566,,7.75,11.06
,,,,,,,,7.764,11.0588,,7.76,11.06
,,,,,,,,7.753,11.0608,,7.75,11.06
,,,,,,,,7.77,11.0616,,7.77,11.06
,,,,,,,,7.774,11.0669,,7.77,11.07
,,,,,,,,7.791,11.0683,,7.79,11.07
,,,,,,,,7.784,11.0684,,7.78,11.07
,,,,,,,,7.784,11.0721,,7.78,11.07
,,,,,,,,7.811,11.0725,,7.81,11.07
,,,,,,,,7.795,11.0703,,7.8,11.07
,,,,,,,,7.804,11.0781,,7.8,11.08
,,,,,,,,7.821,11.0859,,7.82,11.09
,,,,,,,,7.814,11.0848,,7.81,11.08
,,,,,,,,7.83,11.0811,,7.83,11.08
,,,,,,,,7.824,11.077,,7.82,11.08
,,,,,,,,7.844,11.0796,,7.84,11.08
,,,,,,,,7.84,11.0863,,7.84,11.09
,,,,,,,,7.844,11.0841,,7.84,11.08
,,,,,,,,7.851,11.0809,,7.85,11.08
,,,,,,,,7.854,11.082,,7.85,11.08
,,,,,,,,7.874,11.0901,,7.87,11.09
,,,,,,,,7.87,11.096,,7.87,11.1
,,,,,,,,7.874,11.0971,,7.87,11.1
,,,,,,,,7.884,11.0982,,7.88,11.1
,,,,,,,,7.881,11.0967,,7.88,11.1
,,,,,,,,7.895,11.0947,,7.9,11.09
,,,,,,,,7.891,11.0918,,7.89,11.09
,,,,,,,,7.905,11.0928,,7.91,11.09
,,,,,,,,7.905,11.098,,7.91,11.1
,,,,,,,,7.912,11.1001,,7.91,11.1
,,,,,,,,7.925,11.1048,,7.93,11.1
,,,,,,,,7.921,11.1059,,7.92,11.11
,,,,,,,,7.925,11.1069,,7.93,11.11
,,,,,,,,7.935,11.1006,,7.94,11.1
,,,,,,,,7.942,11.0967,,7.94,11.1
,,,,,,,,7.945,11.0993,,7.95,11.1
,,,,,,,,7.961,11.1016,,7.96,11.1
,,,,,,,,7.945,11.098,,7.95,11.1
,,,,,,,,7.965,11.1038,,7.97,11.1
,,,,,,,,7.971,11.117,,7.97,11.12
,,,,,,,,7.965,11.1066,,7.97,11.11
,,,,,,,,7.982,11.0922,,7.98,11.09
,,,,,,,,7.984,11.0842,,7.98,11.08
,,,,,,,,7.984,11.0828,,7.98,11.08
,,,,,,,,7.991,11.0861,,7.99,11.09
,,,,,,,,7.995,11.0897,,8,11.09
,,,,,,,,7.984,11.0928,,7.98,11.09
,,,,,,,,8.022,11.101,,8.02,11.1
,,,,,,,,8.015,11.0995,,8.02,11.1
,,,,,,,,8.022,11.1048,,8.02,11.1
,,,,,,,,8.015,11.102,,8.02,11.1
,,,,,,,,8.031,11.098,,8.03,11.1
,,,,,,,,8.035,11.0993,,8.04,11.1
,,,,,,,,8.035,11.1162,,8.04,11.12
,,,,,,,,8.052,11.1306,,8.05,11.13
,,,,,,,,8.045,11.1207,,8.05,11.12
,,,,,,,,8.061,11.115,,8.06,11.12
,,,,,,,,8.056,11.1206,,8.06,11.12
,,,,,,,,8.066,11.1234,,8.07,11.12
,,,,,,,,8.082,11.1093,,8.08,11.11
,,,,,,,,8.075,11.0978,,8.08,11.1
,,,,,,,,8.082,11.0953,,8.08,11.1
,,,,,,,,8.086,11.0916,,8.09,11.09
,,,,,,,,8.096,11.0869,,8.1,11.09
,,,,,,,,8.101,11.0863,,8.1,11.09
,,,,,,,,8.105,11.1013,,8.11,11.1
,,,,,,,,8.112,11.1059,,8.11,11.11
,,,,,,,,8.126,11.1052,,8.13,11.11
,,,,,,,,8.115,11.1101,,8.12,11.11
,,,,,,,,8.132,11.1155,,8.13,11.12
,,,,,,,,8.136,11.1244,,8.14,11.12
,,,,,,,,8.122,11.1133,,8.12,11.11
,,,,,,,,8.115,11.1013,,8.12,11.1
,,,,,,,,8.152,11.0913,,8.15,11.09
,,,,,,,,8.187,11.0845,,8.19,11.08
,,,,,,,,8.166,11.0838,,8.17,11.08
,,,,,,,,8.202,11.0832,,8.2,11.08
,,,,,,,,8.196,11.0816,,8.2,11.08
,,,,,,,,8.202,11.0814,,8.2,11.08
,,,,,,,,8.217,11.0794,,8.22,11.08
,,,,,,,,8.243,11.0778,,8.24,11.08
,,,,,,,,8.257,11.077,,8.26,11.08
,,,,,,,,8.247,11.0737,,8.25,11.07
,,,,,,,,8.273,11.0723,,8.27,11.07
,,,,,,,,8.257,11.0738,,8.26,11.07
,,,,,,,,8.262,11.0742,,8.26,11.07
,,,,,,,,8.287,11.0634,,8.29,11.06
,,,,,,,,8.292,11.0529,,8.29,11.05
,,,,,,,,8.306,11.0536,,8.31,11.05
,,,,,,,,8.306,11.0621,,8.31,11.06
,,,,,,,,8.323,11.0608,,8.32,11.06
,,,,,,,,8.327,11.0512,,8.33,11.05
,,,,,,,,8.343,11.0487,,8.34,11.05
,,,,,,,,8.357,11.0507,,8.36,11.05
,,,,,,,,8.383,11.0509,,8.38,11.05
,,,,,,,,8.397,11.0473,,8.4,11.05
,,,,,,,,8.393,11.0441,,8.39,11.04
,,,,,,,,8.397,11.0427,,8.4,11.04
,,,,,,,,8.397,11.0432,,8.4,11.04
,,,,,,,,8.404,11.0437,,8.4,11.04
,,,,,,,,8.418,11.0451,,8.42,11.05
,,,,,,,,8.423,11.0509,,8.42,11.05
,,,,,,,,8.448,11.0523,,8.45,11.05
,,,,,,,,8.453,11.0461,,8.45,11.05
,,,,,,,,8.467,11.0354,,8.47,11.04
,,,,,,,,8.474,11.028,,8.47,11.03
,,,,,,,,8.497,11.0237,,8.5,11.02
,,,,,,,,8.478,11.0124,,8.48,11.01
,,,,,,,,8.535,10.9924,,8.54,10.99
,,,,,,,,8.518,10.9801,,8.52,10.98
,,,,,,,,8.524,10.9744,,8.52,10.97
,,,,,,,,8.539,10.9773,,8.54,10.98
,,,,,,,,8.535,10.9734,,8.54,10.97
,,,,,,,,8.558,10.9691,,8.56,10.97
,,,,,,,,8.554,10.9699,,8.55,10.97
,,,,,,,,8.568,10.9676,,8.57,10.97
,,,,,,,,8.584,10.9683,,8.58,10.97
,,,,,,,,8.588,10.9774,,8.59,10.98
,,,,,,,,8.594,10.9978,,8.59,11
,,,,,,,,8.618,10.9974,,8.62,11
,,,,,,,,8.624,10.9861,,8.62,10.99
,,,,,,,,8.639,10.9773,,8.64,10.98
,,,,,,,,8.645,10.9774,,8.65,10.98
,,,,,,,,8.658,10.9931,,8.66,10.99
,,,,,,,,8.669,10.9916,,8.67,10.99
,,,,,,,,8.665,10.9936,,8.67,10.99
,,,,,,,,8.669,10.9901,,8.67,10.99
,,,,,,,,8.684,10.9804,,8.68,10.98
,,,,,,,,8.689,10.9761,,8.69,10.98
,,,,,,,,8.694,10.9709,,8.69,10.97
,,,,,,,,8.709,10.9631,,8.71,10.96
,,,,,,,,8.724,10.9584,,8.72,10.96
,,,,,,,,8.739,10.9598,,8.74,10.96
,,,,,,,,8.745,10.9623,,8.75,10.96
,,,,,,,,8.759,10.9648,,8.76,10.96
,,,,,,,,8.766,10.9712,,8.77,10.97
,,,,,,,,8.77,10.9739,,8.77,10.97
,,,,,,,,8.775,10.9706,,8.78,10.97
,,,,,,,,8.789,10.9666,,8.79,10.97
,,,,,,,,8.796,10.962,,8.8,10.96
,,,,,,,,8.81,10.9598,,8.81,10.96
,,,,,,,,8.815,10.9553,,8.82,10.96
,,,,,,,,8.819,10.9521,,8.82,10.95
,,,,,,,,8.836,10.9553,,8.84,10.96
,,,,,,,,8.84,10.9613,,8.84,10.96
,,,,,,,,8.855,10.9536,,8.86,10.95
,,,,,,,,8.87,10.9468,,8.87,10.95
,,,,,,,,8.876,10.9433,,8.88,10.94
,,,,,,,,8.889,10.9377,,8.89,10.94
,,,,,,,,8.896,10.9401,,8.9,10.94
,,,,,,,,8.9,10.9473,,8.9,10.95
,,,,,,,,8.916,10.9501,,8.92,10.95
,,,,,,,,8.92,10.9493,,8.92,10.95
,,,,,,,,8.936,10.9458,,8.94,10.95
,,,,,,,,8.94,10.9431,,8.94,10.94
,,,,,,,,8.936,10.9403,,8.94,10.94
,,,,,,,,8.961,10.9385,,8.96,10.94
,,,,,,,,8.966,10.9378,,8.97,10.94
,,,,,,,,8.98,10.9368,,8.98,10.94
,,,,,,,,8.997,10.9366,,9,10.94
,,,,,,,,9.001,10.9372,,9,10.94
,,,,,,,,9.006,10.9363,,9.01,10.94
,,,,,,,,9.021,10.9358,,9.02,10.94
,,,,,,,,9.027,10.9363,,9.03,10.94
,,,,,,,,9.037,10.9424,,9.04,10.94
,,,,,,,,9.05,10.946,,9.05,10.95
,,,,,,,,9.046,10.9408,,9.05,10.94
,,,,,,,,9.061,10.9373,,9.06,10.94
,,,,,,,,9.076,10.9385,,9.08,10.94
,,,,,,,,9.081,10.9391,,9.08,10.94
,,,,,,,,9.086,10.9471,,9.09,10.95
,,,,,,,,9.101,10.9516,,9.1,10.95
,,,,,,,,9.107,10.9466,,9.11,10.95
,,,,,,,,9.111,10.9403,,9.11,10.94
,,,,,,,,9.127,10.9375,,9.13,10.94
,,,,,,,,9.131,10.9356,,9.13,10.94
,,,,,,,,9.147,10.9365,,9.15,10.94
,,,,,,,,9.162,10.9358,,9.16,10.94
,,,,,,,,9.167,10.9332,,9.17,10.93
,,,,,,,,9.171,10.9296,,9.17,10.93
,,,,,,,,9.177,10.9272,,9.18,10.93
,,,,,,,,9.197,10.9287,,9.2,10.93
,,,,,,,,9.192,10.9393,,9.19,10.94
,,,,,,,,9.197,10.9656,,9.2,10.97
,,,,,,,,9.211,10.9618,,9.21,10.96
,,,,,,,,9.228,10.9461,,9.23,10.95
,,,,,,,,9.242,10.938,,9.24,10.94
,,,,,,,,9.247,10.9362,,9.25,10.94
,,,,,,,,9.253,10.9383,,9.25,10.94
,,,,,,,,9.268,10.94,,9.27,10.94
,,,,,,,,9.272,10.9481,,9.27,10.95
,,,,,,,,9.277,10.9453,,9.28,10.95
,,,,,,,,9.298,10.9325,,9.3,10.93
,,,,,,,,9.302,10.9233,,9.3,10.92
,,,,,,,,9.308,10.9212,,9.31,10.92
,,,,,,,,9.313,10.9233,,9.31,10.92
,,,,,,,,9.328,10.926,,9.33,10.93
,,,,,,,,9.332,10.9282,,9.33,10.93
,,,,,,,,9.347,10.9275,,9.35,10.93
,,,,,,,,9.343,10.9259,,9.34,10.93
,,,,,,,,9.378,10.9267,,9.38,10.93
,,,,,,,,9.368,10.9245,,9.37,10.92
,,,,,,,,9.383,10.9258,,9.38,10.93
,,,,,,,,9.398,10.9258,,9.4,10.93
,,,,,,,,9.402,10.9239,,9.4,10.92
,,,,,,,,9.408,10.9192,,9.41,10.92
,,,,,,,,9.423,10.9164,,9.42,10.92
,,,,,,,,9.438,10.916,,9.44,10.92
,,,,,,,,9.438,10.9208,,9.44,10.92
,,,,,,,,9.453,10.9192,,9.45,10.92
,,,,,,,,9.449,10.9135,,9.45,10.91
,,,,,,,,9.474,10.9112,,9.47,10.91
,,,,,,,,9.468,10.9089,,9.47,10.91
,,,,,,,,9.493,10.9082,,9.49,10.91
,,,,,,,,9.499,10.9087,,9.5,10.91
,,,,,,,,9.519,10.9071,,9.52,10.91
,,,,,,,,9.514,10.9049,,9.51,10.9
,,,,,,,,9.529,10.905,,9.53,10.91
,,,,,,,,9.533,10.9029,,9.53,10.9
,,,,,,,,9.55,10.9001,,9.55,10.9
,,,,,,,,9.559,10.9027,,9.56,10.9
,,,,,,,,9.563,10.9067,,9.56,10.91
,,,,,,,,9.569,10.9082,,9.57,10.91
,,,,,,,,9.584,10.9089,,9.58,10.91
,,,,,,,,9.599,10.9098,,9.6,10.91
,,,,,,,,9.605,10.9097,,9.61,10.91
,,,,,,,,9.609,10.9089,,9.61,10.91
,,,,,,,,9.62,10.909,,9.62,10.91
,,,,,,,,9.635,10.9119,,9.64,10.91
,,,,,,,,9.65,10.9122,,9.65,10.91
,,,,,,,,9.645,10.9127,,9.65,10.91
,,,,,,,,9.669,10.9127,,9.67,10.91
,,,,,,,,9.669,10.9081,,9.67,10.91
,,,,,,,,9.675,10.9061,,9.68,10.91
,,,,,,,,9.69,10.9074,,9.69,10.91
,,,,,,,,9.705,10.9094,,9.71,10.91
,,,,,,,,9.7,10.9119,,9.7,10.91
,,,,,,,,9.72,10.9135,,9.72,10.91
,,,,,,,,9.724,10.9137,,9.72,10.91
,,,,,,,,9.73,10.9147,,9.73,10.91
,,,,,,,,9.745,10.9155,,9.75,10.92
,,,,,,,,9.75,10.9164,,9.75,10.92
,,,,,,,,9.76,10.9175,,9.76,10.92
,,,,,,,,9.775,10.9245,,9.78,10.92
,,,,,,,,9.781,10.9262,,9.78,10.93
,,,,,,,,9.79,10.9238,,9.79,10.92
,,,,,,,,9.796,10.9217,,9.8,10.92
,,,,,,,,9.8,10.9242,,9.8,10.92
,,,,,,,,9.815,10.9232,,9.82,10.92
,,,,,,,,9.821,10.9232,,9.82,10.92
,,,,,,,,9.83,10.9207,,9.83,10.92
,,,,,,,,9.845,10.9184,,9.85,10.92
,,,,,,,,9.851,10.9164,,9.85,10.92
,,,,,,,,9.866,10.9192,,9.87,10.92
,,,,,,,,9.86,10.9194,,9.86,10.92
,,,,,,,,9.881,10.9195,,9.88,10.92
,,,,,,,,9.876,10.9219,,9.88,10.92
,,,,,,,,9.891,10.9255,,9.89,10.93
,,,,,,,,9.9,10.925,,9.9,10.93
,,,,,,,,9.906,10.9172,,9.91,10.92
,,,,,,,,9.921,10.912,,9.92,10.91
,,,,,,,,9.926,10.9046,,9.93,10.9
,,,,,,,,9.931,10.9059,,9.93,10.91
,,,,,,,,9.951,10.9134,,9.95,10.91
,,,,,,,,9.946,10.9167,,9.95,10.92
,,,,,,,,9.961,10.9197,,9.96,10.92
,,,,,,,,9.972,10.921,,9.97,10.92
,,,,,,,,9.966,10.9232,,9.97,10.92
,,,,,,,,9.991,10.925,,9.99,10.93
,,,,,,,,9.976,10.9267,,9.98,10.93
,,,,,,,,10.012,10.9295,,10.01,10.93
,,,,,,,,10.012,10.9287,,10.01,10.93
,,,,,,,,10.017,10.9244,,10.02,10.92
,,,,,,,,10.021,10.9215,,10.02,10.92
,,,,,,,,10.031,10.9174,,10.03,10.92
,,,,,,,,10.046,10.9117,,10.05,10.91
,,,,,,,,10.052,10.9059,,10.05,10.91
,,,,,,,,10.052,10.9052,,10.05,10.91
,,,,,,,,10.067,10.904,,10.07,10.9
,,,,,,,,10.082,10.9022,,10.08,10.9
,,,,,,,,10.082,10.9054,,10.08,10.91
,,,,,,,,10.097,10.9056,,10.1,10.91
,,,,,,,,10.103,10.9055,,10.1,10.91
,,,,,,,,10.097,10.9062,,10.1,10.91
,,,,,,,,10.122,10.9082,,10.12,10.91
,,,,,,,,10.131,10.9102,,10.13,10.91
,,,,,,,,10.137,10.9104,,10.14,10.91
,,,,,,,,10.142,10.9147,,10.14,10.91
,,,,,,,,10.152,10.9157,,10.15,10.92
,,,,,,,,10.167,10.9155,,10.17,10.92
,,,,,,,,10.162,10.913,,10.16,10.91
,,,,,,,,10.173,10.9144,,10.17,10.91
,,,,,,,,10.188,10.9165,,10.19,10.92
,,,,,,,,10.203,10.9195,,10.2,10.92
,,,,,,,,10.203,10.916,,10.2,10.92
,,,,,,,,10.218,10.9162,,10.22,10.92
,,,,,,,,10.213,10.9229,,10.21,10.92
,,,,,,,,10.233,10.9252,,10.23,10.93
,,,,,,,,10.237,10.9217,,10.24,10.92
,,,,,,,,10.252,10.9115,,10.25,10.91
,,,,,,,,10.252,10.8971,,10.25,10.9
,,,,,,,,10.279,10.8777,,10.28,10.88
,,,,,,,,10.273,10.8597,,10.27,10.86
,,,,,,,,10.273,10.8484,,10.27,10.85
,,,,,,,,10.288,10.8462,,10.29,10.85
,,,,,,,,10.303,10.8474,,10.3,10.85
,,,,,,,,10.303,10.8445,,10.3,10.84
,,,,,,,,10.328,10.8481,,10.33,10.85
,,,,,,,,10.334,10.8459,,10.33,10.85
,,,,,,,,10.334,10.8385,,10.33,10.84
,,,,,,,,10.349,10.8289,,10.35,10.83
,,,,,,,,10.353,10.8219,,10.35,10.82
,,,,,,,,10.364,10.8212,,10.36,10.82
,,,,,,,,10.379,10.8241,,10.38,10.82
,,,,,,,,10.383,10.8245,,10.38,10.82
,,,,,,,,10.393,10.8229,,10.39,10.82
,,,,,,,,10.404,10.8224,,10.4,10.82
,,,,,,,,10.409,10.8242,,10.41,10.82
,,,,,,,,10.413,10.8257,,10.41,10.83
,,,,,,,,10.423,10.8271,,10.42,10.83
,,,,,,,,10.44,10.8302,,10.44,10.83
,,,,,,,,10.444,10.825,,10.44,10.83
,,,,,,,,10.464,10.8163,,10.46,10.82
,,,,,,,,10.459,10.8164,,10.46,10.82
,,,,,,,,10.474,10.8175,,10.47,10.82
,,,,,,,,10.484,10.8181,,10.48,10.82
,,,,,,,,10.479,10.82,,10.48,10.82
,,,,,,,,10.504,10.8164,,10.5,10.82
,,,,,,,,10.504,10.8127,,10.5,10.81
,,,,,,,,10.523,10.8129,,10.52,10.81
,,,,,,,,10.519,10.8155,,10.52,10.82
,,,,,,,,10.534,10.8202,,10.53,10.82
,,,,,,,,10.534,10.8202,,10.53,10.82
,,,,,,,,10.55,10.816,,10.55,10.82
,,,,,,,,10.544,10.8145,,10.54,10.81
,,,,,,,,10.574,10.8158,,10.57,10.82
,,,,,,,,10.58,10.8179,,10.58,10.82
,,,,,,,,10.584,10.8176,,10.58,10.82
,,,,,,,,10.584,10.8285,,10.58,10.83
,,,,,,,,10.595,10.8365,,10.6,10.84
,,,,,,,,10.6,10.8314,,10.6,10.83
,,,,,,,,10.614,10.8343,,10.61,10.83
,,,,,,,,10.614,10.8357,,10.61,10.84
,,,,,,,,10.631,10.8333,,10.63,10.83
,,,,,,,,10.645,10.8269,,10.65,10.83
,,,,,,,,10.635,10.8272,,10.64,10.83
,,,,,,,,10.654,10.8279,,10.65,10.83
,,,,,,,,10.65,10.8302,,10.65,10.83
,,,,,,,,10.665,10.8302,,10.67,10.83
,,,,,,,,10.675,10.8207,,10.68,10.82
,,,,,,,,10.671,10.8181,,10.67,10.82
,,,,,,,,10.695,10.8234,,10.7,10.82
,,,,,,,,10.695,10.8264,,10.7,10.83
,,,,,,,,10.695,10.8245,,10.7,10.82
,,,,,,,,10.701,10.8229,,10.7,10.82
,,,,,,,,10.715,10.8295,,10.72,10.83
,,,,,,,,10.726,10.8347,,10.73,10.83
,,,,,,,,10.731,10.8315,,10.73,10.83
,,,,,,,,10.735,10.8264,,10.74,10.83
,,,,,,,,10.745,10.8237,,10.75,10.82
,,,,,,,,10.756,10.8195,,10.76,10.82
,,,,,,,,10.761,10.8172,,10.76,10.82
,,,,,,,,10.766,10.8231,,10.77,10.82
,,,,,,,,10.766,10.8289,,10.77,10.83
,,,,,,,,10.786,10.8259,,10.79,10.83
,,,,,,,,10.792,10.8305,,10.79,10.83
,,,,,,,,10.796,10.8343,,10.8,10.83
,,,,,,,,10.805,10.8314,,10.81,10.83
,,,,,,,,10.811,10.8262,,10.81,10.83
,,,,,,,,10.826,10.8242,,10.83,10.82
,,,,,,,,10.826,10.8207,,10.83,10.82
,,,,,,,,10.836,10.8249,,10.84,10.82
,,,,,,,,10.852,10.8321,,10.85,10.83
,,,,,,,,10.856,10.8262,,10.86,10.83
,,,,,,,,10.856,10.8158,,10.86,10.82
,,,,,,,,10.866,10.8116,,10.87,10.81
,,,,,,,,10.871,10.8154,,10.87,10.82
,,,,,,,,10.887,10.82,,10.89,10.82
,,,,,,,,10.896,10.8271,,10.9,10.83
,,,,,,,,10.896,10.833,,10.9,10.83
,,,,,,,,10.911,10.8365,,10.91,10.84
,,,,,,,,10.926,10.8389,,10.93,10.84
,,,,,,,,10.926,10.8388,,10.93,10.84
,,,,,,,,10.936,10.8337,,10.94,10.83
,,,,,,,,10.942,10.8309,,10.94,10.83
,,,,,,,,10.957,10.8297,,10.96,10.83
,,,,,,,,10.946,10.8295,,10.95,10.83
,,,,,,,,10.976,10.8296,,10.98,10.83
,,,,,,,,10.983,10.8247,,10.98,10.82
,,,,,,,,10.987,10.8186,,10.99,10.82
,,,,,,,,10.997,10.8145,,11,10.81
,,,,,,,,11.006,10.8115,,11.01,10.81
,,,,,,,,11.013,10.8095,,11.01,10.81
,,,,,,,,11.017,10.8082,,11.02,10.81
,,,,,,,,11.037,10.808,,11.04,10.81
,,,,,,,,11.027,10.8072,,11.03,10.81
,,,,,,,,11.072,10.807,,11.07,10.81
,,,,,,,,11.057,10.8059,,11.06,10.81
,,,,,,,,11.067,10.8057,,11.07,10.81
,,,,,,,,11.076,10.8053,,11.08,10.81
,,,,,,,,11.083,10.806,,11.08,10.81
,,,,,,,,11.087,10.8105,,11.09,10.81
,,,,,,,,11.097,10.8116,,11.1,10.81
,,,,,,,,11.118,10.8089,,11.12,10.81
,,,,,,,,11.118,10.807,,11.12,10.81
,,,,,,,,11.133,10.8064,,11.13,10.81
,,,,,,,,11.137,10.8055,,11.14,10.81
,,,,,,,,11.148,10.8038,,11.15,10.8
,,,,,,,,11.158,10.8034,,11.16,10.8
,,,,,,,,11.174,10.8037,,11.17,10.8
,,,,,,,,11.167,10.8045,,11.17,10.8
,,,,,,,,11.188,10.8046,,11.19,10.8
,,,,,,,,11.188,10.8038,,11.19,10.8
,,,,,,,,11.193,10.8033,,11.19,10.8
,,,,,,,,11.207,10.8027,,11.21,10.8
,,,,,,,,11.207,10.8019,,11.21,10.8
,,,,,,,,11.228,10.8015,,11.23,10.8
,,,,,,,,11.228,10.8029,,11.23,10.8
,,,,,,,,11.244,10.8015,,11.24,10.8
,,,,,,,,11.248,10.8,,11.25,10.8
,,,,,,,,11.258,10.7992,,11.26,10.8
,,,,,,,,11.258,10.7987,,11.26,10.8
,,,,,,,,11.279,10.7985,,11.28,10.8
,,,,,,,,11.275,10.799,,11.28,10.8
,,,,,,,,11.288,10.8002,,11.29,10.8
,,,,,,,,11.298,10.8006,,11.3,10.8
,,,,,,,,11.298,10.8014,,11.3,10.8
,,,,,,,,11.314,10.8033,,11.31,10.8
,,,,,,,,11.319,10.8044,,11.32,10.8
,,,,,,,,11.328,10.8037,,11.33,10.8
,,,,,,,,11.339,10.8024,,11.34,10.8
,,,,,,,,11.339,10.8009,,11.34,10.8
,,,,,,,,11.354,10.7998,,11.35,10.8
,,,,,,,,11.358,10.7995,,11.36,10.8
,,,,,,,,11.368,10.7994,,11.37,10.8
,,,,,,,,11.368,10.8,,11.37,10.8
,,,,,,,,11.389,10.7997,,11.39,10.8
,,,,,,,,11.385,10.7998,,11.39,10.8
,,,,,,,,11.398,10.7992,,11.4,10.8
,,,,,,,,11.409,10.799,,11.41,10.8
,,,,,,,,11.409,10.7992,,11.41,10.8
,,,,,,,,11.419,10.7994,,11.42,10.8
,,,,,,,,11.426,10.7997,,11.43,10.8
,,,,,,,,11.429,10.8009,,11.43,10.8
,,,,,,,,11.44,10.8007,,11.44,10.8
,,,,,,,,11.449,10.7998,,11.45,10.8
,,,,,,,,11.459,10.799,,11.46,10.8
,,,,,,,,11.459,10.7989,,11.46,10.8
,,,,,,,,11.466,10.7985,,11.47,10.8
,,,,,,,,11.48,10.799,,11.48,10.8
,,,,,,,,11.489,10.7989,,11.49,10.8
,,,,,,,,11.489,10.798,,11.49,10.8
,,,,,,,,11.499,10.7987,,11.5,10.8
,,,,,,,,11.506,10.7989,,11.51,10.8
,,,,,,,,11.51,10.7989,,11.51,10.8
,,,,,,,,11.519,10.8004,,11.52,10.8
,,,,,,,,11.529,10.8013,,11.53,10.8
,,,,,,,,11.529,10.803,,11.53,10.8
,,,,,,,,11.546,10.804,,11.55,10.8
,,,,,,,,11.55,10.8032,,11.55,10.8
,,,,,,,,11.55,10.8014,,11.55,10.8
,,,,,,,,11.559,10.8006,,11.56,10.8
,,,,,,,,11.57,10.801,,11.57,10.8
,,,,,,,,11.58,10.8002,,11.58,10.8
,,,,,,,,11.587,10.7989,,11.59,10.8
,,,,,,,,11.59,10.7992,,11.59,10.8
,,,,,,,,11.59,10.8002,,11.59,10.8
,,,,,,,,11.61,10.7997,,11.61,10.8
,,,,,,,,11.61,10.7994,,11.61,10.8
,,,,,,,,11.62,10.7994,,11.62,10.8
,,,,,,,,11.627,10.7995,,11.63,10.8
,,,,,,,,11.631,10.7994,,11.63,10.8
,,,,,,,,11.64,10.7997,,11.64,10.8
,,,,,,,,11.65,10.8007,,11.65,10.8
,,,,,,,,11.65,10.8012,,11.65,10.8
,,,,,,,,11.671,10.8015,,11.67,10.8
,,,,,,,,11.667,10.802,,11.67,10.8
,,,,,,,,11.671,10.8019,,11.67,10.8
,,,,,,,,11.69,10.8017,,11.69,10.8
,,,,,,,,11.701,10.8015,,11.7,10.8
,,,,,,,,11.69,10.8009,,11.69,10.8
,,,,,,,,11.711,10.801,,11.71,10.8
,,,,,,,,11.717,10.801,,11.72,10.8
,,,,,,,,11.731,10.8017,,11.73,10.8
,,,,,,,,11.731,10.8015,,11.73,10.8
,,,,,,,,11.741,10.8019,,11.74,10.8
,,,,,,,,11.751,10.8022,,11.75,10.8
,,,,,,,,11.751,10.8019,,11.75,10.8
,,,,,,,,11.767,10.8017,,11.77,10.8
,,,,,,,,11.771,10.8007,,11.77,10.8
,,,,,,,,11.79,10.8004,,11.79,10.8
,,,,,,,,11.781,10.8002,,11.78,10.8
,,,,,,,,11.801,10.8002,,11.8,10.8
,,,,,,,,11.811,10.8,,11.81,10.8
,,,,,,,,11.811,10.7989,,11.81,10.8
,,,,,,,,11.828,10.7987,,11.83,10.8
,,,,,,,,11.832,10.799,,11.83,10.8
,,,,,,,,11.841,10.7987,,11.84,10.8
,,,,,,,,11.841,10.7989,,11.84,10.8
,,,,,,,,11.862,10.7989,,11.86,10.8
,,,,,,,,11.862,10.7949,,11.86,10.79
,,,,,,,,11.872,10.7924,,11.87,10.79
,,,,,,,,11.878,10.7896,,11.88,10.79
