OpenCTD,,,,,,Commercial CTD,,,,
Raw Data,,,,Processed Data,,Raw Data,,Processed Data,,
Temp 1,Temp 2,Temp 3,Pressure,Depth (m),Temp C,Depth (m),Temp C,Depth (m),Temp C,
,,,,,,66.906,3.9001,66.91,3.9,
,,,,,,66.916,3.9004,66.92,3.9,
,,,,,,66.91,3.9003,66.91,3.9,
,,,,,,66.925,3.9004,66.93,3.9,
,,,,,,66.93,3.9003,66.93,3.9,
,,,,,,66.936,3.9005,66.94,3.9,
,,,,,,66.936,3.9005,66.94,3.9,
,,,,,,66.95,3.9005,66.95,3.9,
,,,,,,66.946,3.9004,66.95,3.9,
,,,,,,66.956,3.9002,66.96,3.9,
,,,,,,66.95,3.9003,66.95,3.9,
,,,,,,66.967,3.9004,66.97,3.9,
,,,,,,66.967,3.9004,66.97,3.9,
,,,,,,66.971,3.9004,66.97,3.9,
,,,,,,66.967,3.9004,66.97,3.9,
,,,,,,66.977,3.8999,66.98,3.9,
,,,,,,66.981,3.8998,66.98,3.9,
,,,,,,66.977,3.8999,66.98,3.9,
,,,,,,66.99,3.9001,66.99,3.9,
,,,,,,66.986,3.9001,66.99,3.9,
,,,,,,66.986,3.9003,66.99,3.9,
,,,,,,67.002,3.9005,67,3.9,
,,,,,,66.997,3.9007,67,3.9,
,,,,,,66.997,3.9005,67,3.9,
,,,,,,67.002,3.9007,67,3.9,
,,,,,,66.997,3.9007,67,3.9,
,,,,,,67.007,3.9009,67.01,3.9,
,,,,,,67.002,3.901,67,3.9,
,,,,,,67.007,3.901,67.01,3.9,
,,,,,,67.002,3.9012,67,3.9,
,,,,,,67.018,3.901,67.02,3.9,
,,,,,,67.007,3.901,67.01,3.9,
,,,,,,67.011,3.9012,67.01,3.9,
,,,,,,67.018,3.9012,67.02,3.9,
,,,,,,67.028,3.9012,67.03,3.9,
,,,,,,67.021,3.9012,67.02,3.9,
,,,,,,67.018,3.9012,67.02,3.9,
,,,,,,67.028,3.9012,67.03,3.9,
,,,,,,67.021,3.9014,67.02,3.9,
,,,,,,67.028,3.901,67.03,3.9,
,,,,,,67.032,3.9012,67.03,3.9,
,,,,,,67.038,3.901,67.04,3.9,
,,,,,,67.028,3.901,67.03,3.9,
,,,,,,67.042,3.901,67.04,3.9,
,,,,,,67.038,3.9014,67.04,3.9,
,,,,,,67.038,3.901,67.04,3.9,
,,,,,,67.042,3.901,67.04,3.9,
,,,,,,67.049,3.9012,67.05,3.9,
,,,,,,67.058,3.9004,67.06,3.9,
,,,,,,67.051,3.899,67.05,3.9,
,,,,,,67.058,3.898,67.06,3.9,
,,,,,,67.062,3.8982,67.06,3.9,
,,,,,,67.058,3.8979,67.06,3.9,
,,,,,,67.068,3.8975,67.07,3.9,
,,,,,,67.072,3.8975,67.07,3.9,
,,,,,,67.068,3.8969,67.07,3.9,
,,,,,,67.079,3.8962,67.08,3.9,
,,,,,,67.082,3.8953,67.08,3.9,
,,,,,,67.089,3.895,67.09,3.9,
,,,,,,67.082,3.8953,67.08,3.9,
,,,,,,67.098,3.896,67.1,3.9,
,,,,,,67.089,3.8956,67.09,3.9,
,,,,,,67.103,3.8953,67.1,3.9,
,,,,,,67.109,3.8951,67.11,3.9,
,,,,,,67.109,3.895,67.11,3.9,
,,,,,,67.112,3.8948,67.11,3.89,
,,,,,,67.109,3.895,67.11,3.9,
,,,,,,67.123,3.895,67.12,3.9,
,,,,,,67.129,3.8945,67.13,3.89,
,,,,,,67.129,3.894,67.13,3.89,
,,,,,,67.133,3.894,67.13,3.89,
,,,,,,67.14,3.894,67.14,3.89,
,,,,,,67.14,3.8945,67.14,3.89,
,,,,,,67.143,3.8943,67.14,3.89,
,,,,,,67.15,3.8951,67.15,3.9,
,,,,,,67.154,3.8953,67.15,3.9,
,,,,,,67.15,3.896,67.15,3.9,
,,,,,,67.17,3.8966,67.17,3.9,
,,,,,,67.154,3.8963,67.15,3.9,
,,,,,,67.17,3.8955,67.17,3.9,
,,,,,,67.18,3.8955,67.18,3.9,
,,,,,,67.163,3.895,67.16,3.9,
,,,,,,67.18,3.8946,67.18,3.89,
,,,,,,67.184,3.8945,67.18,3.89,
,,,,,,67.18,3.894,67.18,3.89,
,,,,,,67.19,3.8946,67.19,3.89,
,,,,,,67.194,3.8952,67.19,3.9,
,,,,,,67.201,3.895,67.2,3.9,
,,,,,,67.194,3.8948,67.19,3.89,
,,,,,,67.211,3.8953,67.21,3.9,
,,,,,,67.211,3.896,67.21,3.9,
,,,,,,67.204,3.8961,67.2,3.9,
,,,,,,67.22,3.896,67.22,3.9,
,,,,,,67.215,3.8958,67.22,3.9,
,,,,,,67.22,3.8958,67.22,3.9,
,,,,,,67.22,3.896,67.22,3.9,
,,,,,,67.234,3.8956,67.23,3.9,
,,,,,,67.231,3.8956,67.23,3.9,
,,,,,,67.231,3.8958,67.23,3.9,
,,,,,,67.234,3.8961,67.23,3.9,
,,,,,,67.241,3.8966,67.24,3.9,
,,,,,,67.245,3.8969,67.25,3.9,
,,,,,,67.252,3.8969,67.25,3.9,
,,,,,,67.252,3.8972,67.25,3.9,
,,,,,,67.245,3.897,67.25,3.9,
,,,,,,67.262,3.8969,67.26,3.9,
,,,,,,67.266,3.8967,67.27,3.9,
,,,,,,67.252,3.8967,67.25,3.9,
,,,,,,67.271,3.8964,67.27,3.9,
,,,,,,67.266,3.8969,67.27,3.9,
,,,,,,67.271,3.8966,67.27,3.9,
,,,,,,67.276,3.8967,67.28,3.9,
,,,,,,67.271,3.8966,67.27,3.9,
,,,,,,67.282,3.8969,67.28,3.9,
,,,,,,67.276,3.897,67.28,3.9,
,,,,,,67.282,3.8966,67.28,3.9,
,,,,,,67.296,3.8966,67.3,3.9,
,,,,,,67.282,3.8966,67.28,3.9,
,,,,,,67.292,3.8964,67.29,3.9,
,,,,,,67.296,3.8964,67.3,3.9,
,,,,,,67.302,3.8963,67.3,3.9,
,,,,,,67.296,3.8964,67.3,3.9,
,,,,,,67.302,3.8966,67.3,3.9,
,,,,,,67.302,3.8969,67.3,3.9,
,,,,,,67.316,3.897,67.32,3.9,
,,,,,,67.313,3.8969,67.31,3.9,
,,,,,,67.306,3.897,67.31,3.9,
,,,,,,67.323,3.8969,67.32,3.9,
,,,,,,67.313,3.8968,67.31,3.9,
,,,,,,67.316,3.8967,67.32,3.9,
,,,,,,67.323,3.8964,67.32,3.9,
,,,,,,67.327,3.8966,67.33,3.9,
,,,,,,67.332,3.8964,67.33,3.9,
,,,,,,67.323,3.8964,67.32,3.9,
,,,,,,67.336,3.8966,67.34,3.9,
,,,,,,67.343,3.8967,67.34,3.9,
,,,,,,67.336,3.8964,67.34,3.9,
,,,,,,67.343,3.8964,67.34,3.9,
,,,,,,67.343,3.8963,67.34,3.9,
,,,,,,67.336,3.8961,67.34,3.9,
,,,,,,67.353,3.8963,67.35,3.9,
,,,,,,67.346,3.8961,67.35,3.9,
,,,,,,67.353,3.8963,67.35,3.9,
,,,,,,67.353,3.8966,67.35,3.9,
,,,,,,67.357,3.8964,67.36,3.9,
,,,,,,67.363,3.8963,67.36,3.9,
,,,,,,67.357,3.8963,67.36,3.9,
,,,,,,67.363,3.8963,67.36,3.9,
,,,,,,67.363,3.8964,67.36,3.9,
,,,,,,67.377,3.8964,67.38,3.9,
,,,,,,67.363,3.8963,67.36,3.9,
,,,,,,67.377,3.8966,67.38,3.9,
,,,,,,67.374,3.8967,67.37,3.9,
,,,,,,67.374,3.8967,67.37,3.9,
,,,,,,67.377,3.8967,67.38,3.9,
,,,,,,67.384,3.8967,67.38,3.9,
,,,,,,67.388,3.897,67.39,3.9,
,,,,,,67.384,3.8967,67.38,3.9,
,,,,,,67.384,3.8967,67.38,3.9,
,,,,,,67.397,3.8967,67.4,3.9,
,,,,,,67.384,3.8967,67.38,3.9,
,,,,,,67.388,3.8969,67.39,3.9,
,,,,,,67.404,3.897,67.4,3.9,
,,,,,,67.404,3.8969,67.4,3.9,
,,,,,,67.397,3.8967,67.4,3.9,
,,,,,,67.404,3.8966,67.4,3.9,
,,,,,,67.397,3.8964,67.4,3.9,
,,,,,,67.404,3.8964,67.4,3.9,
,,,,,,67.407,3.8964,67.41,3.9,
,,,,,,67.414,3.8963,67.41,3.9,
,,,,,,67.414,3.8964,67.41,3.9,
,,,,,,67.407,3.8964,67.41,3.9,
,,,,,,67.424,3.8963,67.42,3.9,
,,,,,,67.418,3.8963,67.42,3.9,
,,,,,,67.414,3.8966,67.41,3.9,
,,,,,,67.435,3.8963,67.44,3.9,
,,,,,,67.418,3.8963,67.42,3.9,
,,,,,,67.435,3.8963,67.44,3.9,
,,,,,,67.428,3.8963,67.43,3.9,
,,,,,,67.435,3.8963,67.44,3.9,
,,,,,,67.435,3.8966,67.44,3.9,
,,,,,,67.437,3.8964,67.44,3.9,
,,,,,,67.435,3.8966,67.44,3.9,
,,,,,,67.437,3.8968,67.44,3.9,
,,,,,,67.444,3.8966,67.44,3.9,
,,,,,,67.437,3.8964,67.44,3.9,
,,,,,,67.454,3.8969,67.45,3.9,
,,,,,,67.444,3.8966,67.44,3.9,
,,,,,,67.458,3.8967,67.46,3.9,
,,,,,,67.454,3.8969,67.45,3.9,
,,,,,,67.458,3.8967,67.46,3.9,
,,,,,,67.454,3.8967,67.45,3.9,
,,,,,,67.465,3.8972,67.47,3.9,
,,,,,,67.468,3.8969,67.47,3.9,
,,,,,,67.465,3.8969,67.47,3.9,
,,,,,,67.468,3.8969,67.47,3.9,
,,,,,,67.475,3.8967,67.48,3.9,
,,,,,,67.468,3.8968,67.47,3.9,
,,,,,,67.486,3.8966,67.49,3.9,
,,,,,,67.475,3.8961,67.48,3.9,
,,,,,,67.489,3.8963,67.49,3.9,
,,,,,,67.486,3.8964,67.49,3.9,
,,,,,,67.489,3.8966,67.49,3.9,
,,,,,,67.496,3.8961,67.5,3.9,
,,,,,,67.475,3.8955,67.48,3.9,
,,,,,,67.519,3.8953,67.52,3.9,
,,,,,,67.496,3.895,67.5,3.9,
,,,,,,67.509,3.8953,67.51,3.9,
,,,,,,67.505,3.8951,67.51,3.9,
,,,,,,67.509,3.895,67.51,3.9,
,,,,,,67.516,3.8948,67.52,3.89,
,,,,,,67.505,3.8949,67.51,3.89,
,,,,,,67.519,3.8951,67.52,3.9,
,,,,,,67.526,3.8951,67.53,3.9,
,,,,,,67.519,3.8945,67.52,3.89,
,,,,,,67.526,3.8946,67.53,3.89,
,,,,,,67.529,3.8948,67.53,3.89,
,,,,,,67.526,3.8946,67.53,3.89,
,,,,,,67.536,3.8948,67.54,3.89,
,,,,,,67.54,3.8953,67.54,3.9,
,,,,,,67.536,3.8953,67.54,3.9,
,,,,,,67.54,3.894,67.54,3.89,
,,,,,,67.547,3.8932,67.55,3.89,
,,,,,,67.54,3.8931,67.54,3.89,
,,,,,,67.547,3.8934,67.55,3.89,
,,,,,,67.557,3.8939,67.56,3.89,
,,,,,,67.55,3.8942,67.55,3.89,
,,,,,,67.557,3.8933,67.56,3.89,
,,,,,,67.559,3.8915,67.56,3.89,
,,,,,,67.557,3.891,67.56,3.89,
,,,,,,67.559,3.8915,67.56,3.89,
,,,,,,67.566,3.8918,67.57,3.89,
,,,,,,67.566,3.8929,67.57,3.89,
,,,,,,67.57,3.8939,67.57,3.89,
,,,,,,67.566,3.8936,67.57,3.89,
,,,,,,67.57,3.8934,67.57,3.89,
,,,,,,67.577,3.8932,67.58,3.89,
,,,,,,67.57,3.8934,67.57,3.89,
,,,,,,67.577,3.8934,67.58,3.89,
,,,,,,67.587,3.8937,67.59,3.89,
,,,,,,67.58,3.8934,67.58,3.89,
,,,,,,67.587,3.8931,67.59,3.89,
,,,,,,67.591,3.8929,67.59,3.89,
,,,,,,67.587,3.8924,67.59,3.89,
,,,,,,67.591,3.8924,67.59,3.89,
,,,,,,67.587,3.8922,67.59,3.89,
,,,,,,67.608,3.892,67.61,3.89,
,,,,,,67.591,3.8921,67.59,3.89,
,,,,,,67.608,3.8921,67.61,3.89,
,,,,,,67.601,3.8926,67.6,3.89,
,,,,,,67.608,3.8934,67.61,3.89,
,,,,,,67.601,3.8937,67.6,3.89,
,,,,,,67.617,3.8929,67.62,3.89,
,,,,,,67.617,3.8924,67.62,3.89,
,,,,,,67.622,3.8922,67.62,3.89,
,,,,,,67.617,3.8922,67.62,3.89,
,,,,,,67.622,3.8929,67.62,3.89,
,,,,,,67.617,3.8929,67.62,3.89,
,,,,,,67.631,3.8929,67.63,3.89,
,,,,,,67.627,3.8924,67.63,3.89,
,,,,,,67.631,3.8921,67.63,3.89,
,,,,,,67.638,3.8918,67.64,3.89,
,,,,,,67.627,3.8913,67.63,3.89,
,,,,,,67.641,3.8908,67.64,3.89,
,,,,,,67.638,3.891,67.64,3.89,
,,,,,,67.652,3.8916,67.65,3.89,
,,,,,,67.638,3.8916,67.64,3.89,
,,,,,,67.652,3.8916,67.65,3.89,
,,,,,,67.648,3.8916,67.65,3.89,
,,,,,,67.658,3.8916,67.66,3.89,
,,,,,,67.652,3.8915,67.65,3.89,
,,,,,,67.658,3.8913,67.66,3.89,
,,,,,,67.662,3.892,67.66,3.89,
,,,,,,67.658,3.8929,67.66,3.89,
,,,,,,67.662,3.8936,67.66,3.89,
,,,,,,67.658,3.8937,67.66,3.89,
,,,,,,67.662,3.8934,67.66,3.89,
,,,,,,67.669,3.8939,67.67,3.89,
,,,,,,67.669,3.8941,67.67,3.89,
,,,,,,67.671,3.8939,67.67,3.89,
,,,,,,67.678,3.894,67.68,3.89,
,,,,,,67.671,3.8936,67.67,3.89,
,,,,,,67.669,3.8934,67.67,3.89,
,,,,,,67.682,3.8929,67.68,3.89,
,,,,,,67.678,3.8934,67.68,3.89,
,,,,,,67.682,3.8936,67.68,3.89,
,,,,,,67.678,3.8937,67.68,3.89,
,,,,,,67.678,3.8937,67.68,3.89,
,,,,,,67.682,3.8939,67.68,3.89,
,,,,,,67.689,3.8937,67.69,3.89,
,,,,,,67.682,3.8937,67.68,3.89,
,,,,,,67.689,3.8936,67.69,3.89,
,,,,,,67.692,3.8936,67.69,3.89,
,,,,,,67.678,3.8936,67.68,3.89,
,,,,,,67.702,3.8936,67.7,3.89,
,,,,,,67.689,3.8937,67.69,3.89,
,,,,,,67.699,3.8936,67.7,3.89,
,,,,,,67.692,3.8937,67.69,3.89,
,,,,,,67.709,3.8937,67.71,3.89,
,,,,,,67.692,3.8939,67.69,3.89,
,,,,,,67.709,3.8939,67.71,3.89,
,,,,,,67.702,3.8936,67.7,3.89,
,,,,,,67.699,3.8936,67.7,3.89,
,,,,,,67.713,3.8932,67.71,3.89,
,,,,,,67.699,3.8931,67.7,3.89,
,,,,,,67.689,3.8932,67.69,3.89,
,,,,,,67.692,3.8934,67.69,3.89,
,,,,,,67.72,3.8934,67.72,3.89,
,,,,,,67.743,3.8924,67.74,3.89,
,,,,,,67.75,3.8908,67.75,3.89,
,,,,,,67.763,3.8896,67.76,3.89,
,,,,,,67.781,3.8892,67.78,3.89,
,,,,,,67.793,3.8891,67.79,3.89,
,,,,,,67.8,3.8888,67.8,3.89,
,,,,,,67.821,3.8888,67.82,3.89,
,,,,,,67.824,3.8886,67.82,3.89,
,,,,,,67.821,3.8886,67.82,3.89,
,,,,,,67.835,3.8888,67.84,3.89,
,,,,,,67.842,3.8891,67.84,3.89,
,,,,,,67.835,3.8892,67.84,3.89,
,,,,,,67.851,3.8896,67.85,3.89,
,,,,,,67.844,3.8896,67.84,3.89,
,,,,,,67.851,3.8892,67.85,3.89,
,,,,,,67.865,3.8892,67.87,3.89,
,,,,,,67.872,3.8891,67.87,3.89,
,,,,,,67.885,3.8891,67.89,3.89,
,,,,,,67.903,3.8894,67.9,3.89,
,,,,,,67.915,3.8891,67.92,3.89,
,,,,,,67.943,3.8892,67.94,3.89,
,,,,,,67.933,3.8891,67.93,3.89,
,,,,,,67.947,3.8891,67.95,3.89,
,,,,,,67.943,3.8894,67.94,3.89,
,,,,,,67.957,3.8895,67.96,3.89,
,,,,,,67.943,3.8897,67.94,3.89,
,,,,,,67.947,3.8902,67.95,3.89,
,,,,,,67.963,3.8902,67.96,3.89,
,,,,,,67.966,3.8905,67.97,3.89,
,,,,,,67.984,3.8905,67.98,3.89,
,,,,,,67.997,3.8903,68,3.89,
,,,,,,68.015,3.8902,68.02,3.89,
,,,,,,68.017,3.8902,68.02,3.89,
,,,,,,68.024,3.8903,68.02,3.89,
,,,,,,68.027,3.89,68.03,3.89,
,,,,,,68.045,3.8899,68.05,3.89,
,,,,,,68.038,3.8897,68.04,3.89,
,,,,,,68.055,3.8896,68.06,3.89,
,,,,,,68.058,3.8892,68.06,3.89,
,,,,,,68.064,3.8891,68.06,3.89,
,,,,,,68.069,3.8886,68.07,3.89,
,,,,,,68.085,3.8892,68.09,3.89,
,,,,,,68.088,3.8894,68.09,3.89,
,,,,,,68.095,3.8894,68.1,3.89,
,,,,,,68.099,3.8886,68.1,3.89,
,,,,,,68.116,3.8878,68.12,3.89,
,,,,,,68.118,3.8877,68.12,3.89,
,,,,,,68.136,3.8877,68.14,3.89,
,,,,,,68.149,3.8877,68.15,3.89,
,,,,,,68.157,3.8872,68.16,3.89,
,,,,,,68.16,3.8873,68.16,3.89,
,,,,,,68.167,3.8877,68.17,3.89,
,,,,,,68.179,3.8878,68.18,3.89,
,,,,,,68.167,3.8873,68.17,3.89,
,,,,,,68.19,3.8881,68.19,3.89,
,,,,,,68.188,3.8888,68.19,3.89,
,,,,,,68.2,3.8891,68.2,3.89,
,,,,,,68.218,3.8886,68.22,3.89,
,,,,,,68.221,3.8878,68.22,3.89,
,,,,,,68.237,3.8872,68.24,3.89,
,,,,,,68.242,3.8881,68.24,3.89,
,,,,,,68.249,3.8883,68.25,3.89,
,,,,,,68.272,3.8881,68.27,3.89,
,,,,,,68.268,3.8872,68.27,3.89,
,,,,,,68.272,3.8849,68.27,3.88,
,,,,,,68.279,3.8834,68.28,3.88,
,,,,,,68.282,3.8813,68.28,3.88,
,,,,,,68.298,3.8814,68.3,3.88,
,,,,,,68.291,3.8837,68.29,3.88,
,,,,,,68.309,3.8848,68.31,3.88,
,,,,,,68.312,3.8853,68.31,3.89,
,,,,,,68.329,3.8853,68.33,3.89,
,,,,,,68.333,3.8835,68.33,3.88,
,,,,,,68.329,3.8835,68.33,3.88,
,,,,,,68.343,3.8841,68.34,3.88,
,,,,,,68.35,3.8835,68.35,3.88,
,,,,,,68.363,3.8834,68.36,3.88,
,,,,,,68.37,3.8817,68.37,3.88,
,,,,,,68.373,3.8811,68.37,3.88,
,,,,,,68.38,3.8813,68.38,3.88,
,,,,,,68.383,3.8824,68.38,3.88,
,,,,,,68.38,3.8838,68.38,3.88,
,,,,,,68.394,3.8846,68.39,3.88,
,,,,,,68.394,3.8849,68.39,3.88,
,,,,,,68.401,3.8846,68.4,3.88,
,,,,,,68.404,3.8854,68.4,3.89,
,,,,,,68.411,3.8862,68.41,3.89,
,,,,,,68.424,3.8859,68.42,3.89,
,,,,,,68.431,3.8856,68.43,3.89,
,,,,,,68.444,3.8859,68.44,3.89,
,,,,,,68.431,3.8858,68.43,3.89,
,,,,,,68.455,3.8862,68.46,3.89,
,,,,,,68.452,3.886,68.45,3.89,
,,,,,,68.455,3.8864,68.46,3.89,
,,,,,,68.462,3.8865,68.46,3.89,
,,,,,,68.464,3.8873,68.46,3.89,
,,,,,,68.471,3.8868,68.47,3.89,
,,,,,,68.474,3.8865,68.47,3.89,
,,,,,,68.482,3.8867,68.48,3.89,
,,,,,,68.505,3.887,68.51,3.89,
,,,,,,68.495,3.887,68.5,3.89,
,,,,,,68.502,3.8875,68.5,3.89,
,,,,,,68.516,3.8877,68.52,3.89,
,,,,,,68.523,3.8878,68.52,3.89,
,,,,,,68.525,3.8879,68.53,3.89,
,,,,,,68.523,3.8879,68.52,3.89,
,,,,,,68.546,3.8877,68.55,3.89,
,,,,,,68.543,3.8873,68.54,3.89,
,,,,,,68.556,3.8873,68.56,3.89,
,,,,,,68.564,3.8872,68.56,3.89,
,,,,,,68.577,3.8872,68.58,3.89,
,,,,,,68.567,3.8875,68.57,3.89,
,,,,,,68.584,3.8867,68.58,3.89,
,,,,,,68.597,3.8868,68.6,3.89,
,,,,,,68.595,3.8872,68.6,3.89,
,,,,,,68.607,3.8875,68.61,3.89,
,,,,,,68.614,3.8877,68.61,3.89,
,,,,,,68.628,3.8873,68.63,3.89,
,,,,,,68.635,3.8872,68.64,3.89,
,,,,,,68.647,3.8868,68.65,3.89,
,,,,,,68.647,3.8865,68.65,3.89,
,,,,,,68.656,3.8865,68.66,3.89,
,,,,,,68.668,3.887,68.67,3.89,
,,,,,,68.665,3.8873,68.67,3.89,
,,,,,,68.678,3.8877,68.68,3.89,
,,,,,,68.686,3.8873,68.69,3.89,
,,,,,,68.698,3.8867,68.7,3.89,
,,,,,,68.705,3.8868,68.71,3.89,
,,,,,,68.708,3.887,68.71,3.89,
,,,,,,68.719,3.8865,68.72,3.89,
,,,,,,68.726,3.8862,68.73,3.89,
,,,,,,68.739,3.8867,68.74,3.89,
,,,,,,68.736,3.8849,68.74,3.88,
,,,,,,68.739,3.8834,68.74,3.88,
,,,,,,68.757,3.8832,68.76,3.88,
,,,,,,68.759,3.8843,68.76,3.88,
,,,,,,68.759,3.8854,68.76,3.89,
,,,,,,68.768,3.8856,68.77,3.89,
,,,,,,68.78,3.8862,68.78,3.89,
,,,,,,68.777,3.8873,68.78,3.89,
,,,,,,68.78,3.8878,68.78,3.89,
,,,,,,68.787,3.8883,68.79,3.89,
,,,,,,68.799,3.8884,68.8,3.89,
,,,,,,68.79,3.8873,68.79,3.89,
,,,,,,68.808,3.8868,68.81,3.89,
,,,,,,68.811,3.8856,68.81,3.89,
,,,,,,68.808,3.8856,68.81,3.89,
,,,,,,68.811,3.886,68.81,3.89,
,,,,,,68.829,3.886,68.83,3.89,
,,,,,,68.811,3.8859,68.81,3.89,
,,,,,,68.82,3.8857,68.82,3.89,
,,,,,,68.829,3.8854,68.83,3.89,
,,,,,,68.83,3.8856,68.83,3.89,
,,,,,,68.829,3.8859,68.83,3.89,
,,,,,,68.83,3.886,68.83,3.89,
,,,,,,68.829,3.8864,68.83,3.89,
,,,,,,68.841,3.8865,68.84,3.89,
,,,,,,68.851,3.887,68.85,3.89,
,,,,,,68.838,3.8875,68.84,3.89,
,,,,,,68.851,3.8875,68.85,3.89,
,,,,,,68.848,3.8878,68.85,3.89,
,,,,,,68.851,3.8875,68.85,3.89,
,,,,,,68.862,3.8872,68.86,3.89,
,,,,,,68.859,3.8875,68.86,3.89,
,,,,,,68.862,3.8877,68.86,3.89,
,,,,,,68.869,3.8875,68.87,3.89,
,,,,,,68.871,3.8878,68.87,3.89,
,,,,,,68.869,3.8873,68.87,3.89,
,,,,,,68.881,3.8875,68.88,3.89,
,,,,,,68.881,3.8877,68.88,3.89,
,,,,,,68.889,3.8878,68.89,3.89,
,,,,,,68.892,3.8868,68.89,3.89,
,,,,,,68.899,3.8856,68.9,3.89,
,,,,,,68.912,3.8849,68.91,3.88,
,,,,,,68.912,3.8844,68.91,3.88,
,,,,,,68.92,3.8843,68.92,3.88,
,,,,,,68.923,3.8848,68.92,3.88,
,,,,,,68.939,3.8856,68.94,3.89,
,,,,,,68.932,3.8862,68.93,3.89,
,,,,,,68.939,3.8865,68.94,3.89,
,,,,,,68.963,3.887,68.96,3.89,
,,,,,,68.953,3.887,68.95,3.89,
,,,,,,68.971,3.8867,68.97,3.89,
,,,,,,68.972,3.8867,68.97,3.89,
,,,,,,68.981,3.887,68.98,3.89,
,,,,,,68.993,3.887,68.99,3.89,
,,,,,,69.003,3.8868,69,3.89,
,,,,,,69.002,3.8868,69,3.89,
,,,,,,69.014,3.887,69.01,3.89,
,,,,,,69.021,3.887,69.02,3.89,
,,,,,,69.024,3.887,69.02,3.89,
,,,,,,69.033,3.887,69.03,3.89,
,,,,,,69.042,3.887,69.04,3.89,
,,,,,,69.054,3.8872,69.05,3.89,
,,,,,,69.051,3.8873,69.05,3.89,
,,,,,,69.064,3.8867,69.06,3.89,
,,,,,,69.075,3.887,69.08,3.89,
,,,,,,69.082,3.8868,69.08,3.89,
,,,,,,69.085,3.8868,69.09,3.89,
,,,,,,69.085,3.8865,69.09,3.89,
,,,,,,69.103,3.8863,69.1,3.89,
,,,,,,69.094,3.8859,69.09,3.89,
,,,,,,69.112,3.8858,69.11,3.89,
,,,,,,69.115,3.886,69.12,3.89,
,,,,,,69.125,3.886,69.13,3.89,
,,,,,,69.123,3.8858,69.12,3.89,
,,,,,,69.136,3.8859,69.14,3.89,
,,,,,,69.144,3.8858,69.14,3.89,
,,,,,,69.136,3.8854,69.14,3.89,
,,,,,,69.146,3.8853,69.15,3.89,
,,,,,,69.154,3.8853,69.15,3.89,
,,,,,,69.157,3.8856,69.16,3.89,
,,,,,,69.164,3.8858,69.16,3.89,
,,,,,,69.166,3.8856,69.17,3.89,
,,,,,,69.176,3.8856,69.18,3.89,
,,,,,,69.175,3.8859,69.18,3.89,
,,,,,,69.166,3.8858,69.17,3.89,
,,,,,,69.187,3.8859,69.19,3.89,
,,,,,,69.184,3.8859,69.18,3.89,
,,,,,,69.187,3.8859,69.19,3.89,
,,,,,,69.194,3.8859,69.19,3.89,
,,,,,,69.197,3.8856,69.2,3.89,
,,,,,,69.197,3.8853,69.2,3.89,
,,,,,,69.215,3.8854,69.22,3.89,
,,,,,,69.206,3.8858,69.21,3.89,
,,,,,,69.206,3.886,69.21,3.89,
,,,,,,69.215,3.8859,69.22,3.89,
,,,,,,69.218,3.8862,69.22,3.89,
,,,,,,69.224,3.8857,69.22,3.89,
,,,,,,69.227,3.8853,69.23,3.89,
,,,,,,69.237,3.8848,69.24,3.88,
,,,,,,69.236,3.8849,69.24,3.88,
,,,,,,69.248,3.8846,69.25,3.88,
,,,,,,69.248,3.8843,69.25,3.88,
,,,,,,69.245,3.884,69.25,3.88,
,,,,,,69.258,3.8841,69.26,3.88,
,,,,,,69.255,3.8843,69.26,3.88,
,,,,,,69.267,3.8846,69.27,3.88,
,,,,,,69.258,3.8846,69.26,3.88,
,,,,,,69.276,3.8838,69.28,3.88,
,,,,,,69.278,3.8835,69.28,3.88,
,,,,,,69.288,3.8838,69.29,3.88,
,,,,,,69.285,3.8843,69.29,3.88,
,,,,,,69.298,3.8843,69.3,3.88,
,,,,,,69.296,3.8846,69.3,3.88,
,,,,,,69.309,3.884,69.31,3.88,
,,,,,,69.309,3.8846,69.31,3.88,
,,,,,,69.316,3.8849,69.32,3.88,
,,,,,,69.309,3.8849,69.31,3.88,
,,,,,,69.328,3.8854,69.33,3.89,
,,,,,,69.327,3.886,69.33,3.89,
,,,,,,69.339,3.8859,69.34,3.89,
,,,,,,69.328,3.8856,69.33,3.89,
,,,,,,69.348,3.8858,69.35,3.89,
,,,,,,69.349,3.8856,69.35,3.89,
,,,,,,69.357,3.8854,69.36,3.89,
,,,,,,69.359,3.8854,69.36,3.89,
,,,,,,69.359,3.8853,69.36,3.89,
,,,,,,69.378,3.8851,69.38,3.89,
,,,,,,69.37,3.8856,69.37,3.89,
,,,,,,69.379,3.8854,69.38,3.89,
,,,,,,69.388,3.8856,69.39,3.89,
,,,,,,69.379,3.8851,69.38,3.89,
,,,,,,69.4,3.8851,69.4,3.89,
,,,,,,69.397,3.8846,69.4,3.88,
,,,,,,69.4,3.8846,69.4,3.88,
,,,,,,69.41,3.8849,69.41,3.88,
,,,,,,69.409,3.8848,69.41,3.88,
,,,,,,69.421,3.8851,69.42,3.89,
,,,,,,69.418,3.8853,69.42,3.89,
,,,,,,69.421,3.8853,69.42,3.89,
,,,,,,69.431,3.8853,69.43,3.89,
,,,,,,69.428,3.8854,69.43,3.89,
,,,,,,69.44,3.8854,69.44,3.89,
