OpenCTD,,,,,,Commercial CTD,,,,
Raw Data,,,,Processed Data,,Raw Data,,Processed Data,,
Temp 1,Temp 2,Temp 3,Pressure,Depth (m),Temp C,Depth (m),Temp C,Depth (m),Temp C,
,,,,,,69.431,3.8854,69.43,3.89,
,,,,,,69.439,3.8853,69.44,3.89,
,,,,,,69.451,3.8853,69.45,3.89,
,,,,,,69.44,3.8853,69.44,3.89,
,,,,,,69.449,3.8844,69.45,3.88,
,,,,,,69.461,3.8837,69.46,3.88,
,,,,,,69.451,3.8841,69.45,3.88,
,,,,,,69.458,3.8846,69.46,3.88,
,,,,,,69.471,3.8846,69.47,3.88,
,,,,,,69.461,3.8844,69.46,3.88,
,,,,,,69.469,3.8846,69.47,3.88,
,,,,,,69.471,3.8848,69.47,3.88,
,,,,,,69.482,3.8848,69.48,3.88,
,,,,,,69.469,3.8849,69.47,3.88,
,,,,,,69.482,3.8851,69.48,3.89,
,,,,,,69.492,3.8848,69.49,3.88,
,,,,,,69.489,3.8851,69.49,3.89,
,,,,,,69.492,3.8849,69.49,3.88,
,,,,,,69.489,3.8846,69.49,3.88,
,,,,,,69.501,3.8849,69.5,3.88,
,,,,,,69.501,3.8844,69.5,3.88,
,,,,,,69.5,3.8841,69.5,3.88,
,,,,,,69.512,3.8841,69.51,3.88,
,,,,,,69.512,3.8844,69.51,3.88,
,,,,,,69.519,3.8844,69.52,3.88,
,,,,,,69.522,3.8846,69.52,3.88,
,,,,,,69.522,3.884,69.52,3.88,
,,,,,,69.53,3.8835,69.53,3.88,
,,,,,,69.532,3.8822,69.53,3.88,
,,,,,,69.543,3.8814,69.54,3.88,
,,,,,,69.54,3.8814,69.54,3.88,
,,,,,,69.553,3.8817,69.55,3.88,
,,,,,,69.543,3.8819,69.54,3.88,
,,,,,,69.561,3.8813,69.56,3.88,
,,,,,,69.562,3.8805,69.56,3.88,
,,,,,,69.562,3.8806,69.56,3.88,
,,,,,,69.571,3.8798,69.57,3.88,
,,,,,,69.583,3.8796,69.58,3.88,
,,,,,,69.583,3.8796,69.58,3.88,
,,,,,,69.591,3.8789,69.59,3.88,
,,,,,,69.593,3.8792,69.59,3.88,
,,,,,,69.593,3.8795,69.59,3.88,
,,,,,,69.601,3.8795,69.6,3.88,
,,,,,,69.604,3.88,69.6,3.88,
,,,,,,69.623,3.8805,69.62,3.88,
,,,,,,69.612,3.8806,69.61,3.88,
,,,,,,69.623,3.8801,69.62,3.88,
,,,,,,69.634,3.8794,69.63,3.88,
,,,,,,69.631,3.8796,69.63,3.88,
,,,,,,69.644,3.8794,69.64,3.88,
,,,,,,69.644,3.8795,69.64,3.88,
,,,,,,69.652,3.8794,69.65,3.88,
,,,,,,69.654,3.8789,69.65,3.88,
,,,,,,69.665,3.8787,69.67,3.88,
,,,,,,69.673,3.8786,69.67,3.88,
,,,,,,69.674,3.8789,69.67,3.88,
,,,,,,69.674,3.8792,69.67,3.88,
,,,,,,69.683,3.8795,69.68,3.88,
,,,,,,69.674,3.8803,69.67,3.88,
,,,,,,69.695,3.8796,69.7,3.88,
,,,,,,69.695,3.88,69.7,3.88,
,,,,,,69.692,3.8794,69.69,3.88,
,,,,,,69.705,3.8795,69.71,3.88,
,,,,,,69.705,3.88,69.71,3.88,
,,,,,,69.713,3.88,69.71,3.88,
,,,,,,69.705,3.88,69.71,3.88,
,,,,,,69.726,3.8801,69.73,3.88,
,,,,,,69.713,3.88,69.71,3.88,
,,,,,,69.726,3.8801,69.73,3.88,
,,,,,,69.735,3.8801,69.74,3.88,
,,,,,,69.724,3.881,69.72,3.88,
,,,,,,69.735,3.8813,69.74,3.88,
,,,,,,69.735,3.881,69.74,3.88,
,,,,,,69.734,3.8814,69.73,3.88,
,,,,,,69.735,3.8819,69.74,3.88,
,,,,,,69.746,3.882,69.75,3.88,
,,,,,,69.744,3.8817,69.74,3.88,
,,,,,,69.746,3.8814,69.75,3.88,
,,,,,,69.746,3.8822,69.75,3.88,
,,,,,,69.755,3.882,69.76,3.88,
,,,,,,69.756,3.8824,69.76,3.88,
,,,,,,69.756,3.8822,69.76,3.88,
,,,,,,69.756,3.8822,69.76,3.88,
,,,,,,69.764,3.8824,69.76,3.88,
,,,,,,69.766,3.8827,69.77,3.88,
,,,,,,69.766,3.8827,69.77,3.88,
,,,,,,69.774,3.883,69.77,3.88,
,,,,,,69.766,3.883,69.77,3.88,
,,,,,,69.777,3.8825,69.78,3.88,
,,,,,,69.774,3.8825,69.77,3.88,
,,,,,,69.786,3.8822,69.79,3.88,
,,,,,,69.777,3.8819,69.78,3.88,
,,,,,,69.785,3.8822,69.79,3.88,
,,,,,,69.786,3.882,69.79,3.88,
,,,,,,69.796,3.8811,69.8,3.88,
,,,,,,69.796,3.8803,69.8,3.88,
,,,,,,69.795,3.8801,69.8,3.88,
,,,,,,69.807,3.88,69.81,3.88,
,,,,,,69.807,3.88,69.81,3.88,
,,,,,,69.804,3.8801,69.8,3.88,
,,,,,,69.817,3.8806,69.82,3.88,
,,,,,,69.817,3.8806,69.82,3.88,
,,,,,,69.825,3.8805,69.83,3.88,
,,,,,,69.827,3.88,69.83,3.88,
,,,,,,69.838,3.88,69.84,3.88,
,,,,,,69.835,3.8796,69.84,3.88,
,,,,,,69.827,3.8796,69.83,3.88,
,,,,,,69.847,3.8795,69.85,3.88,
,,,,,,69.847,3.8796,69.85,3.88,
,,,,,,69.856,3.8798,69.86,3.88,
,,,,,,69.847,3.88,69.85,3.88,
,,,,,,69.857,3.8794,69.86,3.88,
,,,,,,69.865,3.8787,69.87,3.88,
,,,,,,69.857,3.8787,69.86,3.88,
,,,,,,69.868,3.8786,69.87,3.88,
,,,,,,69.876,3.8789,69.88,3.88,
,,,,,,69.878,3.8781,69.88,3.88,
,,,,,,69.878,3.8773,69.88,3.88,
,,,,,,69.878,3.8768,69.88,3.88,
,,,,,,69.886,3.8768,69.89,3.88,
,,,,,,69.888,3.8779,69.89,3.88,
,,,,,,69.888,3.8786,69.89,3.88,
,,,,,,69.886,3.8784,69.89,3.88,
,,,,,,69.899,3.8794,69.9,3.88,
,,,,,,69.899,3.8803,69.9,3.88,
,,,,,,69.896,3.8805,69.9,3.88,
,,,,,,69.908,3.8803,69.91,3.88,
,,,,,,69.899,3.8805,69.9,3.88,
,,,,,,69.908,3.8805,69.91,3.88,
,,,,,,69.907,3.8801,69.91,3.88,
,,,,,,69.908,3.8801,69.91,3.88,
,,,,,,69.918,3.8796,69.92,3.88,
,,,,,,69.907,3.8794,69.91,3.88,
,,,,,,69.908,3.8794,69.91,3.88,
,,,,,,69.918,3.8795,69.92,3.88,
,,,,,,69.907,3.8796,69.91,3.88,
,,,,,,69.939,3.8796,69.94,3.88,
,,,,,,69.918,3.8795,69.92,3.88,
,,,,,,69.929,3.8794,69.93,3.88,
,,,,,,69.928,3.879,69.93,3.88,
,,,,,,69.939,3.8784,69.94,3.88,
,,,,,,69.929,3.8784,69.93,3.88,
,,,,,,69.937,3.8786,69.94,3.88,
,,,,,,69.939,3.8784,69.94,3.88,
,,,,,,69.939,3.8773,69.94,3.88,
,,,,,,69.948,3.8765,69.95,3.88,
,,,,,,69.947,3.876,69.95,3.88,
,,,,,,69.948,3.8762,69.95,3.88,
,,,,,,69.948,3.8763,69.95,3.88,
,,,,,,69.968,3.8763,69.97,3.88,
,,,,,,69.96,3.8773,69.96,3.88,
,,,,,,69.969,3.8781,69.97,3.88,
,,,,,,69.96,3.8786,69.96,3.88,
,,,,,,69.978,3.8787,69.98,3.88,
,,,,,,69.98,3.8784,69.98,3.88,
,,,,,,69.98,3.8789,69.98,3.88,
,,,,,,69.989,3.8787,69.99,3.88,
,,,,,,69.99,3.8789,69.99,3.88,
,,,,,,70,3.8787,70,3.88,
,,,,,,70,3.8784,70,3.88,
,,,,,,69.998,3.8784,70,3.88,
,,,,,,70.011,3.8786,70.01,3.88,
,,,,,,70.02,3.8786,70.02,3.88,
,,,,,,70.008,3.8776,70.01,3.88,
,,,,,,70.02,3.8766,70.02,3.88,
,,,,,,70.03,3.8762,70.03,3.88,
,,,,,,70.03,3.876,70.03,3.88,
,,,,,,70.029,3.876,70.03,3.88,
,,,,,,70.041,3.8757,70.04,3.88,
,,,,,,70.041,3.8757,70.04,3.88,
,,,,,,70.049,3.8755,70.05,3.88,
,,,,,,70.041,3.8757,70.04,3.88,
,,,,,,70.051,3.876,70.05,3.88,
,,,,,,70.061,3.8758,70.06,3.88,
,,,,,,70.059,3.8757,70.06,3.88,
,,,,,,70.061,3.8757,70.06,3.88,
,,,,,,70.061,3.8757,70.06,3.88,
,,,,,,70.049,3.8762,70.05,3.88,
,,,,,,70.081,3.8763,70.08,3.88,
,,,,,,70.081,3.8765,70.08,3.88,
,,,,,,70.072,3.8768,70.07,3.88,
,,,,,,70.08,3.877,70.08,3.88,
,,,,,,70.072,3.8774,70.07,3.88,
,,,,,,70.081,3.8776,70.08,3.88,
,,,,,,70.081,3.8781,70.08,3.88,
,,,,,,70.09,3.8782,70.09,3.88,
,,,,,,70.081,3.8784,70.08,3.88,
,,,,,,70.091,3.8782,70.09,3.88,
,,,,,,70.09,3.8781,70.09,3.88,
,,,,,,70.091,3.8781,70.09,3.88,
,,,,,,70.091,3.8779,70.09,3.88,
,,,,,,70.081,3.8779,70.08,3.88,
,,,,,,70.101,3.8777,70.1,3.88,
,,,,,,70.091,3.8779,70.09,3.88,
,,,,,,70.102,3.8776,70.1,3.88,
,,,,,,70.091,3.8777,70.09,3.88,
,,,,,,70.101,3.8779,70.1,3.88,
,,,,,,70.112,3.8779,70.11,3.88,
,,,,,,70.102,3.8779,70.1,3.88,
,,,,,,70.101,3.8777,70.1,3.88,
,,,,,,70.112,3.8776,70.11,3.88,
,,,,,,70.112,3.8776,70.11,3.88,
,,,,,,70.102,3.8776,70.1,3.88,
,,,,,,70.12,3.8774,70.12,3.88,
,,,,,,70.112,3.8773,70.11,3.88,
,,,,,,70.121,3.8773,70.12,3.88,
,,,,,,70.121,3.8774,70.12,3.88,
,,,,,,70.12,3.8774,70.12,3.88,
,,,,,,70.121,3.8773,70.12,3.88,
,,,,,,70.133,3.8773,70.13,3.88,
,,,,,,70.12,3.8772,70.12,3.88,
,,,,,,70.133,3.8768,70.13,3.88,
,,,,,,70.142,3.8765,70.14,3.88,
,,,,,,70.133,3.8765,70.13,3.88,
,,,,,,70.141,3.8765,70.14,3.88,
,,,,,,70.142,3.877,70.14,3.88,
,,,,,,70.142,3.877,70.14,3.88,
,,,,,,70.142,3.8773,70.14,3.88,
,,,,,,70.162,3.8768,70.16,3.88,
,,,,,,70.142,3.8768,70.14,3.88,
,,,,,,70.163,3.8768,70.16,3.88,
,,,,,,70.152,3.877,70.15,3.88,
,,,,,,70.162,3.8771,70.16,3.88,
,,,,,,70.163,3.877,70.16,3.88,
,,,,,,70.163,3.877,70.16,3.88,
,,,,,,70.171,3.8771,70.17,3.88,
,,,,,,70.173,3.8773,70.17,3.88,
,,,,,,70.163,3.8773,70.16,3.88,
,,,,,,70.173,3.8773,70.17,3.88,
,,,,,,70.181,3.8774,70.18,3.88,
,,,,,,70.182,3.8776,70.18,3.88,
,,,,,,70.182,3.8777,70.18,3.88,
,,,,,,70.182,3.8776,70.18,3.88,
,,,,,,70.192,3.8777,70.19,3.88,
,,,,,,70.182,3.8776,70.18,3.88,
,,,,,,70.193,3.8774,70.19,3.88,
,,,,,,70.193,3.8777,70.19,3.88,
,,,,,,70.202,3.8776,70.2,3.88,
,,,,,,70.193,3.8774,70.19,3.88,
,,,,,,70.203,3.8771,70.2,3.88,
,,,,,,70.213,3.877,70.21,3.88,
,,,,,,70.202,3.8765,70.2,3.88,
,,,,,,70.213,3.8766,70.21,3.88,
,,,,,,70.213,3.8763,70.21,3.88,
,,,,,,70.213,3.8766,70.21,3.88,
,,,,,,70.223,3.877,70.22,3.88,
,,,,,,70.224,3.8771,70.22,3.88,
,,,,,,70.224,3.877,70.22,3.88,
,,,,,,70.223,3.8771,70.22,3.88,
,,,,,,70.234,3.8771,70.23,3.88,
,,,,,,70.234,3.877,70.23,3.88,
,,,,,,70.234,3.877,70.23,3.88,
,,,,,,70.242,3.8771,70.24,3.88,
,,,,,,70.245,3.8771,70.25,3.88,
,,,,,,70.245,3.877,70.25,3.88,
,,,,,,70.245,3.8765,70.25,3.88,
,,,,,,70.253,3.8768,70.25,3.88,
,,,,,,70.264,3.8768,70.26,3.88,
,,,,,,70.254,3.8766,70.25,3.88,
,,,,,,70.264,3.8768,70.26,3.88,
,,,,,,70.263,3.877,70.26,3.88,
,,,,,,70.275,3.8766,70.28,3.88,
,,,,,,70.275,3.8763,70.28,3.88,
,,,,,,70.275,3.8758,70.28,3.88,
,,,,,,70.272,3.8758,70.27,3.88,
,,,,,,70.285,3.8757,70.29,3.88,
,,,,,,70.285,3.8757,70.29,3.88,
,,,,,,70.285,3.876,70.29,3.88,
,,,,,,70.293,3.8762,70.29,3.88,
,,,,,,70.295,3.8762,70.3,3.88,
,,,,,,70.306,3.8763,70.31,3.88,
,,,,,,70.295,3.8763,70.3,3.88,
,,,,,,70.304,3.876,70.3,3.88,
,,,,,,70.306,3.8762,70.31,3.88,
,,,,,,70.306,3.8762,70.31,3.88,
,,,,,,70.306,3.8766,70.31,3.88,
,,,,,,70.314,3.8765,70.31,3.88,
,,,,,,70.315,3.8763,70.32,3.88,
,,,,,,70.306,3.8768,70.31,3.88,
,,,,,,70.315,3.8768,70.32,3.88,
,,,,,,70.314,3.8768,70.31,3.88,
,,,,,,70.325,3.8766,70.33,3.88,
,,,,,,70.315,3.8771,70.32,3.88,
,,,,,,70.315,3.877,70.32,3.88,
,,,,,,70.314,3.8768,70.31,3.88,
,,,,,,70.325,3.877,70.33,3.88,
,,,,,,70.325,3.8773,70.33,3.88,
,,,,,,70.315,3.8773,70.32,3.88,
,,,,,,70.324,3.8773,70.32,3.88,
,,,,,,70.315,3.8774,70.32,3.88,
,,,,,,70.325,3.8773,70.33,3.88,
,,,,,,70.325,3.8773,70.33,3.88,
,,,,,,70.314,3.8776,70.31,3.88,
,,,,,,70.325,3.8773,70.33,3.88,
,,,,,,70.315,3.8774,70.32,3.88,
,,,,,,70.325,3.8776,70.33,3.88,
,,,,,,70.324,3.8773,70.32,3.88,
,,,,,,70.325,3.8774,70.33,3.88,
,,,,,,70.325,3.877,70.33,3.88,
,,,,,,70.325,3.877,70.33,3.88,
,,,,,,70.324,3.8774,70.32,3.88,
,,,,,,70.325,3.8773,70.33,3.88,
,,,,,,70.336,3.8768,70.34,3.88,
,,,,,,70.325,3.8766,70.33,3.88,
,,,,,,70.335,3.8765,70.34,3.88,
,,,,,,70.336,3.8762,70.34,3.88,
,,,,,,70.336,3.8763,70.34,3.88,
,,,,,,70.346,3.8768,70.35,3.88,
,,,,,,70.336,3.8765,70.34,3.88,
,,,,,,70.344,3.8766,70.34,3.88,
,,,,,,70.355,3.877,70.36,3.88,
,,,,,,70.355,3.8771,70.36,3.88,
,,,,,,70.355,3.8773,70.36,3.88,
,,,,,,70.354,3.8773,70.35,3.88,
,,,,,,70.367,3.877,70.37,3.88,
,,,,,,70.367,3.8763,70.37,3.88,
,,,,,,70.376,3.8762,70.38,3.88,
,,,,,,70.375,3.8758,70.38,3.88,
,,,,,,70.386,3.876,70.39,3.88,
,,,,,,70.386,3.8758,70.39,3.88,
,,,,,,70.386,3.876,70.39,3.88,
,,,,,,70.375,3.8758,70.38,3.88,
,,,,,,70.397,3.8758,70.4,3.88,
,,,,,,70.407,3.876,70.41,3.88,
,,,,,,70.416,3.876,70.42,3.88,
,,,,,,70.396,3.8757,70.4,3.88,
,,,,,,70.416,3.8758,70.42,3.88,
,,,,,,70.458,3.8757,70.46,3.88,
,,,,,,70.468,3.8757,70.47,3.88,
,,,,,,70.456,3.8758,70.46,3.88,
,,,,,,70.509,3.8755,70.51,3.88,
,,,,,,70.509,3.8755,70.51,3.88,
,,,,,,70.509,3.8755,70.51,3.88,
,,,,,,70.519,3.8757,70.52,3.88,
,,,,,,70.538,3.8755,70.54,3.88,
,,,,,,70.54,3.8757,70.54,3.88,
,,,,,,70.528,3.8758,70.53,3.88,
,,,,,,70.559,3.876,70.56,3.88,
,,,,,,70.538,3.8762,70.54,3.88,
,,,,,,70.559,3.8763,70.56,3.88,
,,,,,,70.559,3.8766,70.56,3.88,
,,,,,,70.57,3.8765,70.57,3.88,
,,,,,,70.58,3.8765,70.58,3.88,
,,,,,,70.588,3.8766,70.59,3.88,
,,,,,,70.6,3.8768,70.6,3.88,
,,,,,,70.62,3.8766,70.62,3.88,
,,,,,,70.61,3.8765,70.61,3.88,
,,,,,,70.631,3.8765,70.63,3.88,
,,,,,,70.63,3.8765,70.63,3.88,
,,,,,,70.641,3.8765,70.64,3.88,
,,,,,,70.631,3.8765,70.63,3.88,
,,,,,,70.641,3.8763,70.64,3.88,
,,,,,,70.641,3.876,70.64,3.88,
,,,,,,70.639,3.876,70.64,3.88,
,,,,,,70.661,3.8763,70.66,3.88,
,,,,,,70.65,3.8768,70.65,3.88,
,,,,,,70.681,3.8765,70.68,3.88,
,,,,,,70.681,3.8766,70.68,3.88,
,,,,,,70.681,3.8768,70.68,3.88,
,,,,,,70.692,3.877,70.69,3.88,
,,,,,,70.702,3.8771,70.7,3.88,
,,,,,,70.702,3.877,70.7,3.88,
,,,,,,70.711,3.8766,70.71,3.88,
,,,,,,70.711,3.8763,70.71,3.88,
,,,,,,70.711,3.8762,70.71,3.88,
,,,,,,70.732,3.8758,70.73,3.88,
,,,,,,70.722,3.8758,70.72,3.88,
,,,,,,70.742,3.8758,70.74,3.88,
,,,,,,70.743,3.8757,70.74,3.88,
,,,,,,70.743,3.8753,70.74,3.88,
,,,,,,70.753,3.8757,70.75,3.88,
,,,,,,70.762,3.8757,70.76,3.88,
,,,,,,70.772,3.8752,70.77,3.88,
,,,,,,70.783,3.8753,70.78,3.88,
,,,,,,70.793,3.8753,70.79,3.88,
,,,,,,70.793,3.8757,70.79,3.88,
,,,,,,70.814,3.8762,70.81,3.88,
,,,,,,70.814,3.8762,70.81,3.88,
,,,,,,70.823,3.8765,70.82,3.88,
,,,,,,70.834,3.8768,70.83,3.88,
,,,,,,70.834,3.8777,70.83,3.88,
,,,,,,70.844,3.8786,70.84,3.88,
,,,,,,70.854,3.8802,70.85,3.88,
,,,,,,70.864,3.8796,70.86,3.88,
,,,,,,70.865,3.8789,70.87,3.88,
,,,,,,70.884,3.881,70.88,3.88,
,,,,,,70.895,3.8834,70.9,3.88,
,,,,,,70.895,3.886,70.9,3.89,
,,,,,,70.915,3.8872,70.92,3.89,
,,,,,,70.924,3.8872,70.92,3.89,
,,,,,,70.926,3.8878,70.93,3.89,
,,,,,,70.936,3.8891,70.94,3.89,
,,,,,,70.936,3.8888,70.94,3.89,
,,,,,,70.956,3.8894,70.96,3.89,
,,,,,,70.955,3.8896,70.96,3.89,
,,,,,,70.966,3.8886,70.97,3.89,
,,,,,,70.966,3.887,70.97,3.89,
,,,,,,70.977,3.8853,70.98,3.89,
,,,,,,70.987,3.8851,70.99,3.89,
,,,,,,70.996,3.8843,71,3.88,
,,,,,,71.006,3.8844,71.01,3.88,
,,,,,,71.008,3.8846,71.01,3.88,
,,,,,,71.017,3.8848,71.02,3.88,
,,,,,,71.017,3.8864,71.02,3.89,
,,,,,,71.038,3.8873,71.04,3.89,
,,,,,,71.027,3.8868,71.03,3.89,
,,,,,,71.046,3.8851,71.05,3.89,
,,,,,,71.048,3.8844,71.05,3.88,
,,,,,,71.048,3.8834,71.05,3.88,
,,,,,,71.057,3.8822,71.06,3.88,
,,,,,,71.068,3.882,71.07,3.88,
,,,,,,71.057,3.8829,71.06,3.88,
,,,,,,71.078,3.8827,71.08,3.88,
,,,,,,71.077,3.882,71.08,3.88,
,,,,,,71.088,3.8814,71.09,3.88,
,,,,,,71.088,3.8817,71.09,3.88,
,,,,,,71.099,3.8817,71.1,3.88,
,,,,,,71.099,3.8814,71.1,3.88,
,,,,,,71.109,3.8816,71.11,3.88,
,,,,,,71.107,3.8829,71.11,3.88,
,,,,,,71.118,3.884,71.12,3.88,
,,,,,,71.129,3.8844,71.13,3.88,
,,,,,,71.118,3.8844,71.12,3.88,
,,,,,,71.139,3.8853,71.14,3.89,
,,,,,,71.139,3.8849,71.14,3.88,
,,,,,,71.139,3.8853,71.14,3.89,
,,,,,,71.158,3.8853,71.16,3.89,
,,,,,,71.16,3.8856,71.16,3.89,
,,,,,,71.139,3.8856,71.14,3.89,
,,,,,,71.149,3.8859,71.15,3.89,
,,,,,,71.17,3.8868,71.17,3.89,
,,,,,,71.19,3.8881,71.19,3.89,
,,,,,,71.2,3.8894,71.2,3.89,
,,,,,,71.221,3.8897,71.22,3.89,
,,,,,,71.242,3.8902,71.24,3.89,
,,,,,,71.261,3.8903,71.26,3.89,
,,,,,,71.272,3.8907,71.27,3.89,
,,,,,,71.291,3.8905,71.29,3.89,
,,,,,,71.291,3.8903,71.29,3.89,
,,,,,,71.312,3.8901,71.31,3.89,
,,,,,,71.322,3.8897,71.32,3.89,
,,,,,,71.333,3.8894,71.33,3.89,
,,,,,,71.333,3.8897,71.33,3.89,
,,,,,,71.333,3.89,71.33,3.89,
,,,,,,71.363,3.8905,71.36,3.89,
,,,,,,71.363,3.8908,71.36,3.89,
,,,,,,71.363,3.8905,71.36,3.89,
,,,,,,71.383,3.8902,71.38,3.89,
,,,,,,71.404,3.8897,71.4,3.89,
,,,,,,71.404,3.8899,71.4,3.89,
,,,,,,71.434,3.8902,71.43,3.89,
,,,,,,71.424,3.8907,71.42,3.89,
,,,,,,71.445,3.8912,71.45,3.89,
,,,,,,71.495,3.8912,71.5,3.89,
,,,,,,71.506,3.8912,71.51,3.89,
,,,,,,71.495,3.891,71.5,3.89,
,,,,,,71.525,3.8915,71.53,3.89,
,,,,,,71.535,3.8912,71.54,3.89,
,,,,,,71.536,3.8909,71.54,3.89,
,,,,,,71.556,3.8908,71.56,3.89,
,,,,,,71.556,3.8907,71.56,3.89,
,,,,,,71.577,3.8908,71.58,3.89,
,,,,,,71.586,3.8905,71.59,3.89,
,,,,,,71.597,3.8902,71.6,3.89,
,,,,,,71.617,3.8899,71.62,3.89,
,,,,,,71.628,3.8894,71.63,3.89,
,,,,,,71.628,3.8889,71.63,3.89,
,,,,,,71.647,3.8888,71.65,3.89,
,,,,,,71.647,3.8886,71.65,3.89,
,,,,,,71.679,3.8883,71.68,3.89,
,,,,,,71.689,3.8881,71.69,3.89,
,,,,,,71.698,3.8883,71.7,3.89,
,,,,,,71.719,3.8884,71.72,3.89,
,,,,,,71.74,3.8886,71.74,3.89,
,,,,,,71.74,3.8888,71.74,3.89,
,,,,,,71.759,3.8884,71.76,3.89,
,,,,,,71.759,3.8884,71.76,3.89,
,,,,,,71.759,3.8884,71.76,3.89,
,,,,,,71.78,3.8889,71.78,3.89,
,,,,,,71.79,3.8895,71.79,3.89,
,,,,,,71.801,3.8899,71.8,3.89,
,,,,,,71.82,3.8902,71.82,3.89,
,,,,,,71.831,3.89,71.83,3.89,
,,,,,,71.862,3.8899,71.86,3.89,
,,,,,,71.862,3.8899,71.86,3.89,
,,,,,,71.883,3.8892,71.88,3.89,
,,,,,,71.892,3.8886,71.89,3.89,
,,,,,,71.902,3.8881,71.9,3.89,
,,,,,,71.913,3.8881,71.91,3.89,
,,,,,,71.923,3.8878,71.92,3.89,
,,,,,,71.932,3.8878,71.93,3.89,
,,,,,,71.963,3.8884,71.96,3.89,
,,,,,,71.963,3.8891,71.96,3.89,
,,,,,,71.993,3.8889,71.99,3.89,
,,,,,,72.004,3.8884,72,3.89,
,,,,,,72.014,3.887,72.01,3.89,
,,,,,,72.024,3.8864,72.02,3.89,
,,,,,,72.045,3.8862,72.05,3.89,
,,,,,,72.065,3.8867,72.07,3.89,
,,,,,,72.065,3.887,72.07,3.89,
,,,,,,72.096,3.887,72.1,3.89,
,,,,,,72.106,3.8867,72.11,3.89,
,,,,,,72.126,3.8871,72.13,3.89,
,,,,,,72.136,3.8868,72.14,3.89,
,,,,,,72.157,3.887,72.16,3.89,
,,,,,,72.178,3.8868,72.18,3.89,
,,,,,,72.178,3.8862,72.18,3.89,
,,,,,,72.197,3.8851,72.2,3.89,
,,,,,,72.208,3.8843,72.21,3.88,
,,,,,,72.227,3.8853,72.23,3.89,
,,,,,,72.238,3.8862,72.24,3.89,
,,,,,,72.258,3.8864,72.26,3.89,
,,,,,,72.269,3.8856,72.27,3.89,
,,,,,,72.288,3.8853,72.29,3.89,
,,,,,,72.299,3.8849,72.3,3.88,
,,,,,,72.32,3.8837,72.32,3.88,
,,,,,,72.32,3.8834,72.32,3.88,
,,,,,,72.34,3.8834,72.34,3.88,
,,,,,,72.351,3.8825,72.35,3.88,
,,,,,,72.36,3.8819,72.36,3.88,
,,,,,,72.37,3.8819,72.37,3.88,
,,,,,,72.391,3.8808,72.39,3.88,
,,,,,,72.412,3.8813,72.41,3.88,
,,,,,,72.412,3.881,72.41,3.88,
,,,,,,72.431,3.881,72.43,3.88,
,,,,,,72.442,3.8795,72.44,3.88,
,,,,,,72.452,3.8795,72.45,3.88,
,,,,,,72.452,3.879,72.45,3.88,
,,,,,,72.472,3.8774,72.47,3.88,
,,,,,,72.482,3.8784,72.48,3.88,
,,,,,,72.503,3.8798,72.5,3.88,
,,,,,,72.503,3.8811,72.5,3.88,
,,,,,,72.522,3.8806,72.52,3.88,
,,,,,,72.533,3.8795,72.53,3.88,
,,,,,,72.543,3.8805,72.54,3.88,
,,,,,,72.554,3.8819,72.55,3.88,
,,,,,,72.564,3.8832,72.56,3.88,
,,,,,,72.574,3.8829,72.57,3.88,
,,,,,,72.585,3.8825,72.59,3.88,
,,,,,,72.604,3.8813,72.6,3.88,
,,,,,,72.615,3.881,72.62,3.88,
,,,,,,72.625,3.881,72.63,3.88,
,,,,,,72.625,3.8819,72.63,3.88,
,,,,,,72.655,3.8837,72.66,3.88,
,,,,,,72.665,3.8846,72.67,3.88,
,,,,,,72.665,3.8853,72.67,3.89,
,,,,,,72.686,3.8859,72.69,3.89,
,,,,,,72.695,3.8865,72.7,3.89,
,,,,,,72.707,3.8858,72.71,3.89,
,,,,,,72.726,3.8853,72.73,3.89,
,,,,,,72.737,3.8844,72.74,3.88,
,,,,,,72.758,3.8837,72.76,3.88,
,,,,,,72.767,3.8827,72.77,3.88,
,,,,,,72.777,3.883,72.78,3.88,
,,,,,,72.798,3.8817,72.8,3.88,
,,,,,,72.808,3.8814,72.81,3.88,
,,,,,,72.819,3.8814,72.82,3.88,
,,,,,,72.838,3.881,72.84,3.88,
,,,,,,72.849,3.881,72.85,3.88,
,,,,,,72.869,3.8813,72.87,3.88,
,,,,,,72.88,3.8816,72.88,3.88,
,,,,,,72.899,3.8816,72.9,3.88,
,,,,,,72.91,3.8813,72.91,3.88,
,,,,,,72.929,3.8813,72.93,3.88,
,,,,,,72.941,3.8811,72.94,3.88,
,,,,,,72.95,3.8808,72.95,3.88,
,,,,,,72.971,3.8806,72.97,3.88,
,,,,,,72.981,3.8805,72.98,3.88,
,,,,,,73.001,3.8805,73,3.88,
,,,,,,73.011,3.8806,73.01,3.88,
,,,,,,73.032,3.8806,73.03,3.88,
,,,,,,73.042,3.8806,73.04,3.88,
,,,,,,73.062,3.8808,73.06,3.88,
,,,,,,73.083,3.8806,73.08,3.88,
,,,,,,73.093,3.8811,73.09,3.88,
,,,,,,73.103,3.8808,73.1,3.88,
,,,,,,73.123,3.8806,73.12,3.88,
,,,,,,73.133,3.8803,73.13,3.88,
,,,,,,73.144,3.8803,73.14,3.88,
,,,,,,73.165,3.8803,73.17,3.88,
,,,,,,73.184,3.88,73.18,3.88,
,,,,,,73.195,3.88,73.2,3.88,
